token_custom_plus	2.0.x:102;8.x-1.x:20
paragraphs_blokkli	1.1.x:2;1.3.x:32;2.0.x:3
image_style_metadata	1.0.x:10
knova	1.0.x:1
commerce_autosku	7.x-1.x:2082;8.x-2.x:548
power_portfolio	10.0.x:13;9.0.x:37
gsso	1.0.x:9
eva	3.0.x:1247;3.1.x:8314;7.x-1.x:8680;8.x-1.x:158;8.x-2.x:1118
image_class	2.0.x:1482;7.x-1.x:735;8.x-1.x:103
media_name	8.x-1.x:304
domain_route_access	1.0.x:26
url_query_language	2.0.x:9
ala	8.x-1.x:62;8.x-2.x:521
easy_carousel	1.2.x:65;2.0.x:90
search_api_elasticsearch_synonym	1.1.x:1;1.2.x:2;1.3.x:55
form_layout	1.0.x:35
cm_data_layer	3.0.x:2;3.1.x:8
consent_support	1.0.x:4
typeformfield	1.0.x:3
schema_metatag	3.0.x:51213;7.x-1.x:3950;8.x-1.x:1671;8.x-2.x:6859
views_term_hierarchy_weight_field	7.x-1.x:307;8.x-1.x:631
entity_reference_uuid	2.0.x:3;2.1.x:219;8.x-1.x:4
minifier_html	11.0.x:28;8.x-1.x:17;8.x-2.x:38;8.x-3.x:32
entity_reference_preview	1.0.x:29
mailchimp_campaign	3.2.x:22
openai_search	2.0.x:3
ercore	10.1.x:2
at_tools	7.x-1.x:344;8.x-1.x:87;8.x-2.x:94;8.x-3.x:1250
entity_share_websub	1.0.x:28;1.1.x:517
seo_analyzer	1.0.x:137;2.0.x:8
ckeditor5_show_blocks	1.1.x:129
ww_publish	2.0.x:19
synfilters	8.x-1.x:7
data_hover_filter	2.0.x:1
ixm_blocks	1.0.x:15;1.1.x:109
field_updater_service	1.0.x:23
starry_rating	1.0.x:10
javali_error_pages	1.0.x:9
cookies_media_entity_facebook	1.0.x:4
views_entity_embed	2.0.x:961;8.x-1.x:27
telephone_advanced	1.0.x:8;1.1.x:50;1.2.x:187
responsive_image_formatter_link_to_image_style	2.0.x:8;3.0.x:50;8.x-1.x:2
octavia	2.0.x:4;8.x-1.x:11
node_visibility	1.0.x:1
view_filter_promotion	1.0.x:33
dev_entity_browser	1.0.x:26
cache_debug	1.0.x:7;7.x-1.x:2
sqlite_vacuum	1.1.x:4;7.x-1.x:1
homepage_swap	1.0.x:3
idle	1.0.x:3
ckeditor_codemirror	3.0.x:616;3.1.x:3975;7.x-1.x:349;8.x-1.x:10;8.x-2.x:1527
field_token_value	2.0.x:214;3.0.x:694;3.1.x:2171;3.x:6;7.x-1.x:294;8.x-1.x:457
tcpdf	2.0.x:582;7.x-1.x:553;8.x-1.x:29
social_auth_yandex	8.x-1.x:21
file_view_access	2.0.x:3;2.1.x:10;8.x-1.x:1
opigno_mobile_app	3.0.x:4;3.1.x:3;3.2.x:4;8.x-1.x:14
role_expire	2.0.x:80;3.0.x:156;3.x:2;4.1.x:1344;6.x-1.x:19;7.x-1.x:230;8.x-1.x:44
light_zymphonies_theme	2.0.x:22;3.0.x:15;8.x-1.x:37
belgian_postal_code	1.0.x:2
conductor	1.0.x:24;2.0.x:11
views_pager_token	1.0.x:3
views_csv_source	1.0.x:220
event_calendar_view	1.0.x:12
ai_tool_get_sitemap	1.0.x:3
symfony_mailer	1.0.x:164;1.1.x:106;1.2.x:1007;1.3.x:358;1.4.x:3434;1.5.x:4638;1.6.x:31601;1.x:10;2.0.x:2275
amswap	3.0.x:53;3.1.x:107;3.2.x:611;3.3.x:736;8.x-1.x:4;8.x-2.x:80
layout_builder_widget	2.0.x:127;3.0.x:59;8.x-1.x:25
hospital_price_transparency	1.0.x:5;2.0.x:5
openintranet_messenger	1.0.x:73
migrate_preview	1.0.x:6
business_identity	1.0.x:4
metabase	1.0.x:4
taxonomy_entity_index	7.x-1.x:751;8.x-1.x:3013
gutenberg_starter	1.0.x:1;1.1.x:91
redirects_fixer	1.0.x:16
adstxt	7.x-1.x:118;8.x-1.x:782
entity_link_template_condition	1.0.x:2
localgov_entity_share	1.0.x:2
editoria11y_si	1.2.x:2
skynet_accessibility_scanner	1.0.x:2
user_register_notify	2.0.x:210;2.x:3;5.x-1.x:6;6.x-1.x:55;7.x-1.x:469
l10n_client	3.0.x:118;5.x-1.x:1;6.x-1.x:36;6.x-2.x:110;7.x-1.x:2509;8.x-1.x:34
bibcite_pubmed	2.0.x:97
snippet_manager	2.0.x:11;3.0.x:46;8.x-1.x:55
media_file_delete	1.1.x:31;1.2.x:85;1.3.x:14717;1.x:1
socialfeed	2.0.x:354;3.0.x:91;4.0.x:102;7.x-2.x:117;8.x-1.x:165
ultimate_cron_views	8.x-1.x:14
sector_content_audit	2.0.x:13
like_and_dislike	2.0.x:803;7.x-1.x:16;8.x-1.x:630
paragraphs_class	8.x-1.x:399
jquery_scrollup	2.0.x:22;8.x-1.x:5
centarro_search	1.0.x:4
ip_ban	2.0.x:1;7.x-1.x:73;8.x-1.x:6
typed_data	2.0.x:480;2.1.x:25395;8.x-1.x:8528
config_perms	6.x-1.x:13;6.x-2.x:11;7.x-2.x:3027;8.x-1.x:122;8.x-2.x:6601
webprofiler	10.1.x:57;10.3.x:236;11.1.x:641;11.x:10;9.0.x:23
mercure	1.0.x:34
charactergen	1.1.x:1
unione	1.0.x:1
video_embed_avideo	1.0.x:1;1.2.x:4
paragraphs_entity_embed	3.0.x:687;4.0.x:864;8.x-1.x:4;8.x-2.x:27
ai_translate_textfield	1.0.x:3;2.0.x:50
maintenance_mode_redirect	2.0.x:28;2.x:2;3.0.x:14;7.x-1.x:19;8.x-1.x:9
mercury	0.9.x:13;1.0.x:3151;1.x:1
page_view_counter	1.0.x:6;1.1.x:46
social_auth_facebook_api	3.0.x:9;8.x-2.x:5
easy_responsive_images	1.1.x:5;1.2.x:2;1.3.x:80;1.4.x:155;1.5.x:1253
qrcode	1.0.x:142
webform_composite	8.x-1.x:1020
search_api_elasticsearch_client	1.0.x:76
drupal_commerce_razorpay	1.0.x:41
media_library_ckeditor_replace	1.0.x:33
group_mandatory	1.0.x:1;2.0.x:2
webform_datepicker_duet	1.0.x:2
layout_builder_component_attributes	1.0.x:9;1.1.x:15;1.2.x:592;2.0.x:214;2.1.x:1160;2.2.x:9835
easy_email_theme	1.0.x:1100;1.1.x:5742
webform_spam_words	1.0.x:4;2.0.x:2657;3.0.x:2182
ept_basic_button	1.4.x:252
decoupled_kit	2.0.x:19;8.x-1.x:73
wxt_library	10.6.x:80;11.3.x:2;8.x-1.x:3;8.x-4.x:1;8.x-6.x:28;8.x-7.x:1;8.x-8.x:121
user_fields_visibility	1.1.x:21
field_login	1.0.x:11;1.1.x:5;2.0.x:1;3.1.x:17
commerce_currency_resolver	2.0.x:137;8.x-1.x:853
bueditor	3.0.x:239;5.x-1.x:12;6.x-1.x:16;6.x-2.x:202;7.x-1.x:1864;8.x-1.x:67;8.x-2.x:67
search_api_boolean_field_boost	1.0.x:11
press_esc_to_login	2.0.x:1;8.x-1.x:3
fancy_file_delete	2.0.x:6931;7.x-1.x:199;8.x-1.x:40
calendar_view	1.0.x:70;2.0.x:42;2.1.x:6360
tid_to_name	2.0.x:40;3.0.x:348;8.x-1.x:22
abc	7.x-1.x:1;7.x-3.x:6;7.x-4.x:74;8.x-1.x:156
robots_noindex_nofollow	2.0.x:138;8.x-1.x:59
unlimited_field_settings	2.0.x:34
twitter_filter	2.0.x:27
ai_provider_browser	1.0.x:13
acquia_cms_tour	1.3.x:1;2.1.x:835
config_guardian	1.0.x:5
draggable_mapper	1.1.x:5
localgov_job_vacancies	1.0.x:4
ck5_webform	1.0.x:1
cloudflare_stream	3.0.x:602;3.x:1;8.x-2.x:14
webform_workflows_element	1.0.x:283;2.0.x:317;2.1.x:4
facebook_mcc	8.x-1.x:81
ai_provider_openai	1.0.x:454;1.1.x:920;1.2.x:8963;1.3.x:1
paragraphs_modal_edit	2.0.x:211;8.x-1.x:295
password_policy_extras	4.0.x:332
edit_profiles_perms	1.0.x:36;1.1.x:265
same_page_preview	2.1.x:127;3.0.x:12
paragraphs_paste	2.0.x:33
smartmenus	2.0.x:22;7.x-1.x:119;8.x-1.x:18
entity_value_inheritance	1.5.x:8;1.6.x:19
ip_info	1.2.x:57
worldmap	1.0.x:19
simple_favs	2.0.x:8
tasks	1.0.x:7
canvas_jumbotron	1.0.x:1
social_auth_spotify	1.0.x:1
media_entity_lottie	2.0.x:34;2.1.x:1182;8.x-1.x:11
redhen	2.1.x:91;2.2.x:2;7.x-1.x:141;8.x-1.x:22
menu_ui_async_widget	1.0.x:37
external_media_focal_point	1.0.x:8
data_policy	2.0.x:143;8.x-1.x:33
ept_countdown	1.4.x:109
layoutbuilder_extras_view_mode_selector	1.0.x:276
environment_indicator_ribbon	1.0.x:1;1.1.x:133
menu_link_view_count	1.0.x:21
menu_tree	1.0.x:100;2.0.x:7;2.1.x:223
restrict_node_view_page	8.x-1.x:12
number_abbreviation	8.x-1.x:6
entity_reports	2.0.x:28;3.0.x:214;7.x-1.x:3;8.x-1.x:6
ept_image	1.4.x:219
time_based_condition	1.0.x:4
coupons_migrate	1.0.x:1
media_thumbnails	2.0.x:3949;8.x-1.x:352
views_filters_populate	2.0.x:208;2.1.x:467;2.2.x:3306;6.x-1.x:14;7.x-1.x:815;8.x-1.x:93
dbal	2.0.x:1539;2.x:4;8.x-1.x:304
rate	3.0.x:159;3.1.x:666;3.2.x:1172;6.x-1.x:25;7.x-1.x:1639;7.x-2.x:2;8.x-1.x:75;8.x-2.x:43
smart_title	8.x-1.x:1174
views_natural_sort	6.x-1.x:7;7.x-1.x:234;7.x-2.x:770;8.x-2.x:1024
veoa	2.0.x:496;8.x-1.x:35
geotimezone	4.0.x:63;7.x-2.x:37;8.x-2.x:9;8.x-3.x:20
easy_breadcrumb	2.0.x:84937;2.x:44;6.x-1.x:7;7.x-1.x:9;7.x-2.x:3311;8.x-1.x:5405
purge	6.x-1.x:13;7.x-1.x:518;7.x-2.x:2;8.x-3.x:36030
token_views_filter	2.0.x:419;2.1.x:1475;8.x-1.x:823
domain_access_search_api	1.0.x:713
c5bb	1.0.x:348
suggest_similar_titles	7.x-1.x:11;8.x-1.x:9
wonder_zymphonies_theme	2.0.x:19;3.0.x:5;8.x-1.x:20
search_api_location	7.x-1.x:1;7.x-2.x:159;8.x-1.x:3443
paypal_plus	1.1.x:38
spotify_playing	1.1.x:3
gliderjs	1.0.x:1
guardian	2.0.x:1;2.1.x:2;2.2.x:155;7.x-1.x:3
summary_word_limit	2.0.x:123;8.x-1.x:3
devel_generate_commerce	1.0.x:2;1.1.x:11;1.2.x:13
a12s_maps_sync	2.0.x:6
term_merge	2.0.x:4928;5.x-1.x:1;6.x-1.x:8;7.x-1.x:1623;7.x-2.x:34;8.x-1.x:107
bootstrap4	2.0.x:49;2.1.x:1252;3.0.x:2859;7.x-1.x:50;8.x-1.x:92
views_block_placement_exposed_form_defaults	8.x-1.x:1388
ckeditor5_bootstrap_accordion	1.0.x:321
save_all_nodes	1.0.x:19;2.0.x:72;2.x:1
farm_fungi	2.1.x:1;3.0.x:14
ymb	3.0.x:4;7.x-1.x:1;7.x-2.x:2
views_id_card	1.0.x:3
contact_ajax	8.x-1.x:546;8.x-2.x:958
lb_hero	1.1.x:2;1.2.x:9;1.3.x:11;1.4.x:39;1.5.x:18;2.0.x:38
charts_field_formatter	2.0.x:10;8.x-1.x:4
feeds_ical	2.0.x:66;2.1.x:17;2.2.x:7;2.3.x:90;3.0.x:3;3.1.x:473;8.x-1.x:16
better_social_share	1.1.x:182
openy_rose	1.1.x:35
franceconnect	1.0.x:3
aidmi	1.0.x:1
critical_css	2.0.x:2069;8.x-1.x:292
simplenews_resend	1.0.x:34;2.0.x:155
formatted_number_input	1.0.x:9
site_settings_domain	1.0.x:2
rules_user_fields	2.0.x:122;8.x-1.x:55
views_rest_field_grouping	1.0.x:45;2.1.x:5
maintenance	1.0.x:22
crocheteer	8.x-1.x:4
translation_owner	1.0.x:3
ai_vdb_provider_pinecone	1.0.x:7;1.1.x:348
ai_provider_lmstudio	1.0.x:4;1.1.x:26
pachu	1.0.x:12
cache_browser	1.0.x:1
fuzzy_key_provider	2.1.x:6
forum_notifications_subscription	1.0.x:10;1.1.x:9;2.1.x:71
config_entity_cloner	1.0.x:5;1.1.x:66
easy_adsense	1.0.x:7
zurb_template	8.x-6.x:6
assets_for_text	1.0.x:1
tb_megamenu	2.0.x:144;3.0.x:5592;3.x:19;7.x-1.x:8236;8.x-1.x:3763
ckeditor_resize	8.x-1.x:894
domain_menu_access	2.0.x:451;6.x-1.x:4;7.x-1.x:726;8.x-1.x:55
dynamic_links	1.1.x:4;1.2.x:10
transaction_payment_account	1.0.x:2
range_slider	2.0.x:51;2.1.x:566;3.0.x:78;8.x-1.x:256
jsonlog	3.0.x:4;3.1.x:4;4.0.x:28;4.1.x:573;7.x-2.x:242;8.x-1.x:2
localgov_microsites_colour_picker_fields	1.1.x:30
elb	2.1.x:22
entity_translation_reminder	1.0.x:3
file_widget_show_uploaded_time	1.0.x:3
sparkpost	3.0.x:127;7.x-1.x:52;8.x-2.x:68
miniorange_saml_idp	3.0.x:63;4.0.x:3;7.x-1.x:21;8.x-2.x:18
textimate	1.0.x:45
drutopia_related_content	2.0.x:10;8.x-1.x:8
image_effects	4.0.x:17806;4.1.x:698;5.0.x:3019;8.x-1.x:446;8.x-2.x:1248;8.x-3.x:10447
menu_multilingual	2.0.x:2467;8.x-1.x:1331
bootstrap_horizontal_tabs	2.0.x:359;3.0.x:45;3.1.x:212;8.x-1.x:106
text_summary_formater	8.x-1.x:203
vat_number	2.0.x:114;2.1.x:34;7.x-1.x:136;8.x-1.x:23
views_field_view_ll	1.0.x:24
user_dashboard_bootstrap	1.0.x:9
jsonapi_role_access	1.0.x:54;1.1.x:416;2.0.x:265
xnumber	2.0.x:176;8.x-1.x:108
seeds_editor	1.1.x:100
starrating	7.x-1.x:707;7.x-2.x:11;8.x-4.x:1005
entity_legal	3.0.x:41;4.0.x:70;4.1.x:310;7.x-2.x:65;8.x-2.x:11
bootstrap_ui_kit	1.0.x:152;2.0.x:14
replace_polyfill	1.0.x:28
flexi_gallery	2.0.x:13
blazy_photoswipe	2.0.x:754;7.x-1.x:12;8.x-1.x:985
forms_steps	8.x-1.x:697
whatsapp_bubble	1.0.x:290
extension_reference_field	1.2.x:51
layout_custom_style	1.0.x:14;1.1.x:13;1.3.x:11
drutopia_search	2.0.x:11;8.x-1.x:9
permission_grid	2.0.x:3;7.x-1.x:161
poll_rest	1.0.x:3
publishcontent	6.x-1.x:109;7.x-1.x:4276;8.x-1.x:10017
storybook	1.0.x:3628;1.x:1
search_api_lunr	2.0.x:6;3.0.x:8;3.1.x:26
language_popup	2.0.x:12;7.x-1.x:2;8.x-1.x:1
commerce_stripe_sofort	2.0.x:1;2.1.x:2
message_push	1.0.x:2
samlauth_group	2.0.x:20;3.0.x:14
entity_options	1.0.x:4
drip_webform_handler	1.0.x:1
gutenberg_block_report	1.0.x:1
search404	2.0.x:431;2.1.x:4040;2.2.x:8876;2.x:5;5.x-1.x:5;6.x-1.x:355;7.x-1.x:5528;8.x-1.x:403
date_recur_modular	2.0.x:27;3.0.x:76;3.1.x:1681;3.2.x:3303;3.3.x:1825;3.x:9;8.x-1.x:15
views_url_path_arguments	7.x-1.x:390;8.x-1.x:2428
webform_translation_permissions	2.0.x:630;2.1.x:1630;8.x-1.x:78
views_attachment_tabs	1.1.x:208
ajaxin	2.0.x:71;8.x-1.x:28
dx_toolkit	1.0.x:57
unique_content_field_validation	1.0.x:45;1.1.x:1073;2.0.x:498
node_save_redirect	2.0.x:79;7.x-1.x:1464;8.x-1.x:494
varbase_styleguide	10.0.x:3;8.x-5.x:12;8.x-6.x:33;9.0.x:35;9.1.x:67
node_view_language_permissions	2.0.x:19;8.x-1.x:13
ckeditor5_tags	1.0.x:15
leaflet_topojson	2.0.x:4;8.x-1.x:8
betterembed	2.0.x:2;8.x-1.x:4
sector_tonic	1.0.x:3;1.1.x:20
ai_provider_aliyun_bailian	1.0.x:6
blockgroup	2.0.x:5196;2.x:1;7.x-1.x:53;7.x-2.x:981;8.x-1.x:1276
author_bulk_assignment	1.0.x:31;2.0.x:111
paragraphs_clipboard	1.0.x:596
simple_gse_search	2.0.x:177;7.x-1.x:9;8.x-1.x:2
storychief	3.0.x:61;7.x-2.x:5;8.x-2.x:2
prehome	1.0.x:3;2.0.x:34
ip2location_api	1.0.x:2
jotform_field_widget	1.0.x:1
smart_content_ssr	1.0.x:18
webform_submit_timer	1.0.x:9
ebt_views	1.4.x:61
views_share	2.0.x:3;7.x-1.x:20
commerce_coinbase	2.0.x:2
academic_marksheet	1.0.x:1
commerce_adyen	7.x-2.x:2
advagg	5.0.x:839;6.0.x:11456;6.x-1.x:77;7.x-2.x:7121;8.x-2.x:40;8.x-3.x:382;8.x-4.x:3226
unique_entity_title	8.x-1.x:2155
views_arg_entity_field	2.0.x:406;3.0.x:177;8.x-1.x:12
pdb_vue	8.x-1.x:236
queue_order	2.0.x:17;2.1.x:165;8.x-1.x:4
scroll_blocks	2.0.x:136;7.x-1.x:16
ai_provider_perplexity	1.0.x:44
template_block	1.0.x:16
library_field	1.0.x:24
steam_api	2.0.x:7
change_requests	2.1.x:9
commerce_mercadopago	1.0.x:7
simple_oauth_login_hook	1.0.x:5
document_loader_pdfparser	1.0.x:1;1.1.x:3
cna	1.0.x:2
message_notify_logger	2.1.x:2
paragraphs_asymmetric_translation_widgets	8.x-1.x:8485
viewsreference_filter	1.0.x:1113
user_ref_field_cache_context	1.0.x:37
simple_oauth_redirect_uri_wildcard	1.0.x:7
jqcloud	3.0.x:10
entity_language_fallback	8.x-1.x:572
yg_photography	2.0.x:23;8.x-1.x:4
lmm	1.1.x:2
views_striping	1.0.x:249
bbf	2.1.x:1;8.x-1.x:4
http_response_headers	3.0.x:1837;7.x-1.x:261;8.x-1.x:1;8.x-2.x:270
hovercss	1.0.x:48
encrypted_link_formatter	2.0.x:2
jquery_ui_button	2.0.x:997;2.1.x:7707;8.x-1.x:638
video_embed_jwplayer	8.x-1.x:157
healthchecker	1.0.x:9
sleepy_cron	1.0.x:9
bootstrap	5.0.x:4394;7.x-2.x:1034;7.x-3.x:32217;8.x-3.x:49942
entity_embed_link	2.0.x:348;8.x-1.x:28
dynamic_tasks	1.1.x:34
linkpurpose	1.0.x:837
webhooks	2.0.x:24;2.1.x:8;3.0.x:390;8.x-1.x:56
eca_metatag	1.0.x:4;2.0.x:164
cmlmigrations	8.x-1.x:27
commerce_stripe_klarna	1.0.x:4;1.1.x:5;1.2.x:9
jsonapi_permission_access	1.0.x:712
swagger_ui_formatter	4.0.x:23;4.1.x:37;4.2.x:44;4.3.x:54;4.4.x:508;7.x-1.x:3;7.x-2.x:29;8.x-2.x:9;8.x-3.x:110
simplemde	7.x-1.x:2;8.x-1.x:30
exclude_node_author	2.0.x:15;7.x-1.x:23
content_remote_options	1.1.x:10
cache_ui	1.0.x:5
migrate_paragraphs_subprocess	1.0.x:5
redirect_widget	1.0.x:1
google_analytics	4.0.x:60700;4.x:236;5.x-1.x:10;6.x-1.x:12;6.x-2.x:319;6.x-3.x:1425;6.x-4.x:928;7.x-1.x:3146;7.x-2.x:56563;8.x-2.x:8639;8.x-3.x:5450
field_redirection	7.x-1.x:2;7.x-2.x:361;8.x-2.x:1413
gcontent_moderation	1.0.x:120;2.0.x:373;3.0.x:769
schemadotorg	1.0.x:241
ebt_micromodal	1.0.x:1;1.4.x:86
pinto_block	0.1.x:3;0.2.x:5;0.3.x:6
svg_image_field	2.0.x:69;2.1.x:501;2.2.x:619;2.3.x:23379;8.x-1.x:293
views_condition	2.0.x:320;8.x-1.x:25
pantheon_decoupled	1.0.x:56
webform_select_collection	8.x-1.x:56
localgov_claro	2.2.x:34
edw_migrate_d7	1.0.x:8
tmgmt_xillio	1.0.x:1;1.1.x:4
tmgmt_motaword	11.0.x:3
textfield_counter	2.0.x:83;2.1.x:25;2.3.x:283;2.4.x:260;2.5.x:3149;8.x-1.x:73
usfedgov_google_analytics	2.0.x:7;2.2.x:71;3.0.x:107;7.x-1.x:1;8.x-1.x:8
mattermost_logger	1.0.x:54
paragraphs_access	8.x-2.x:45
bmc	1.0.x:16
background_block	2.0.x:25;2.1.x:10;8.x-1.x:4
paragraphs_gridstack	1.0.x:4
group_permissions_parameter	2.1.x:1
image_base64_formatter	2.0.x:158;8.x-1.x:53
ai_provider_huggingface	1.0.x:82
user_provisioning	8.x-1.x:79
drupal_association_extras	1.0.x:246
random_reference_formatter	3.0.x:53
layout_builder_block_headings	1.0.x:22
jsonprettyprint	1.1.x:12
global_node_translation	1.0.x:11
next_redirects	1.0.x:8
autocomplete_id	8.x-1.x:879
crop_image	1.0.x:1;2.0.x:86;2.1.x:46
group_unique_title	1.0.x:1;2.0.x:65
dropwatch	1.0.x:45
ckeditor5_dark_mode	1.0.x:39
twig_datetime	1.0.x:6
project_browser	1.0.x:361;2.0.x:737;2.1.x:8248;7.x-1.x:1
photoswipe_inline	1.0.x:171
custom_add_content	2.0.x:68;2.1.x:41;7.x-1.x:5;8.x-1.x:8
ckeditor_blockquote_attribution	8.x-1.x:16;8.x-2.x:11
route_condition	2.0.x:1448;2.1.x:1487;8.x-1.x:104
sqlsrv	3.1.x:11;4.0.x:1;4.1.x:2;4.2.x:1;4.3.x:49;4.4.x:552;5.0.x:154;7.x-1.x:124;7.x-2.x:308;7.x-3.x:4;8.x-1.x:2;8.x-2.x:9
acquia_cloud_backup_manager	2.0.x:131
drupitor_client	1.0.x:5
math_field	2.0.x:83;8.x-1.x:31
imce_field_widget	1.0.x:33
media_entity_unsplash	1.0.x:11;2.0.x:8
acquia_cms_site_studio	1.5.x:12;1.6.x:1321
prosemirror	1.0.x:9
message	7.x-1.x:3956;8.x-1.x:6559
hacked	6.x-1.x:1;6.x-2.x:27;7.x-2.x:4775;7.x-3.x:27;8.x-2.x:907
field_sample_value	1.0.x:88
multivalue_field_restriction	8.x-1.x:51
section_library_reusable	1.0.x:48
social_auth_google_one_tap	1.0.x:3;2.0.x:12
smsol	1.0.x:8
link_obfuscator	1.1.x:23
email_otp_login	1.0.x:14
cache_register	1.0.x:10
file_browser	2.0.x:2281;8.x-1.x:11364
speedboxes	2.0.x:10;7.x-1.x:14;8.x-1.x:120
d8_blog_theme	2.0.x:60;8.x-1.x:32;9.0.x:10
tg_integration	1.0.x:52
calendar_event_notifications	1.0.x:30
gcal_entity	2.0.x:17
secure_password_reset_log	1.0.x:2
content_planner	8.x-1.x:613
ms_graph_api	1.0.x:1;1.1.x:100;2.0.x:39
rocketship_paragraphs	5.0.x:19;5.1.x:19;5.2.x:7;8.x-1.x:14;8.x-3.x:5
tagcommander	1.0.x:24
err_delete	1.0.x:17
auto_libraries_version	1.0.x:11
autosave_form	8.x-1.x:14815
entity_share_cron	3.0.x:2534;8.x-2.x:4
varbase_email	10.0.x:55;10.1.x:29;8.x-6.x:63;9.0.x:104;9.1.x:118
klavio_marketing	1.1.x:3
foundation_anchor_menu_block	1.1.x:21
text_overlay_image	1.0.x:6
helpdesk_zammad	2.0.x:4
foundation_container_layouts	1.0.x:4
funding	1.0.x:3
ai_provider_amazeeio	1.0.x:72;1.1.x:87;1.2.x:1431;1.3.x:2853
opigno_learning_path	3.0.x:60;3.1.x:58;3.2.x:279;8.x-1.x:123
orphans_media	1.0.x:202
show_title	2.0.x:187;8.x-1.x:43
ai_revision_log	1.1.x:7
key_dropbox	1.0.x:2
entity_sync_odata	1.0.x:1
commerce_pay_publish	1.0.x:2
basket_novaposhta	1.0.x:127;1.1.x:266
threejs	1.0.x:42
epub_viewer	2.1.x:5;2.2.x:17
entity_reference_current_language	1.0.x:4
azure_ai_services	1.0.x:1
appbanners	2.0.x:78;7.x-1.x:6;8.x-1.x:38
lms_xapi	1.0.x:52
commerce_coinpayments	2.0.x:2;7.x-1.x:3;8.x-1.x:4
admin_audit_trail	1.0.x:7226
scheduled_transitions	2.1.x:11;2.2.x:19;2.3.x:81;2.4.x:62;2.5.x:418;2.6.x:354;2.7.x:1319;2.8.x:1076;2.x:1;8.x-1.x:6
jsonapi_boost	2.0.x:514;8.x-1.x:2
phpspreadsheet	2.0.x:66;2.1.x:449;8.x-1.x:8
points	2.0.x:53;8.x-1.x:4
flowdrop_field_widget_actions	1.0.x:7
domain_path_redirect	8.x-1.x:625
html_tag_usage	1.0.x:39
ckeditor5_pre	1.0.x:19
cas_mock_server	2.0.x:5
toolbar_toggle	1.0.x:2
user_preference_login_redirect	1.0.x:1
domain_theme_switch	2.0.x:303;2.1.x:1526;3.0.x:101;8.x-1.x:465
acsf	7.x-1.x:785;8.x-2.x:10814
crowdsec	1.0.x:13;1.1.x:496;1.2.x:237
node_authlink	2.0.x:3;2.2.x:479;7.x-1.x:64;8.x-1.x:22
commerce_elavon	7.x-1.x:16;7.x-2.x:18;8.x-2.x:38
dotenv	1.0.x:25;1.1.x:180;1.2.x:2216
opensign	1.0.x:4
hotkeys_for_save	2.0.x:3597;7.x-1.x:19;8.x-1.x:76
shariff	2.0.x:2021;7.x-1.x:225;8.x-1.x:795
simple_decoupled_preview	1.0.x:2;2.0.x:193
select_registration_roles	2.0.x:178;7.x-1.x:52;8.x-1.x:26
views_rss_yandex	2.0.x:91;6.x-1.x:2;7.x-1.x:171;8.x-1.x:11
honey	1.0.x:6;1.1.x:30
node_edit_action	1.1.x:9
ckeditor_no_autoparagraph	2.0.x:6;8.x-1.x:15
term_condition	2.0.x:2510;8.x-1.x:55
farm_nrcs	2.2.x:5;3.0.x:42
file_metadata_cleaner	1.0.x:14
simple_mailchimp	2.0.x:9;8.x-1.x:12
admin_actions	2.0.x:4
commerce_item_discount_ui	2.0.x:4
poll_private	1.0.x:2
alertbox	2.0.x:1;7.x-1.x:7;8.x-1.x:34
openapi	8.x-1.x:206;8.x-2.x:8831
download_count	2.0.x:74;2.1.x:4;2.2.x:93;3.0.x:115;3.x:2;6.x-1.x:4;6.x-2.x:24;7.x-3.x:511;8.x-1.x:15
otp_verification	7.x-1.x:1;7.x-2.x:7;8.x-1.x:2;8.x-2.x:15
inspect	4.1.x:10;5.0.x:9;7.x-4.x:1;7.x-6.x:17;8.x-1.x:7
views_arg_order_sort	2.0.x:2401;2.x:8;8.x-1.x:18
graphql_focal_point	1.0.x:32
trufil	1.0.x:27
gotenberg	1.0.x:9
editionguard_api	2.0.x:1
config_devel	8.x-1.x:2740
bootstrap_simple_carousel	2.0.x:94;2.1.x:242;3.0.x:70;8.x-1.x:359
keyboard_shortcuts	1.1.x:149
masquerade_float_block	2.0.x:85;7.x-1.x:79;8.x-1.x:9
layout_builder_instant_preview	1.0.x:35;1.1.x:71
image_media_migrate	1.0.x:5;2.0.x:21
webform_submissions_revisions	1.0.x:11
node_keep	2.0.x:4;2.1.x:65;2.2.x:2239;8.x-1.x:2
simpleads	2.0.x:323;7.x-1.x:864;7.x-2.x:48;8.x-1.x:3
layout_builder_title_link	1.0.x:31
social_auth_amazon	4.0.x:1;4.1.x:15;8.x-2.x:4
checkbox_radio_buttons_multi_columns	2.1.x:8
poper	8.x-1.x:8
date_recur	3.0.x:38;3.1.x:47;3.2.x:134;3.3.x:81;3.4.x:86;3.5.x:37;3.6.x:1788;3.7.x:21;3.8.x:3932;3.9.x:2090;8.x-1.x:35;8.x-2.x:84
range	7.x-1.x:423;8.x-1.x:6250
entity_translation_sync	1.1.x:23;1.2.x:296
minimal_lite	8.x-1.x:163
sri_ui	1.0.x:157
formstack	3.0.x:64;7.x-2.x:20
olivero_dark_switch	1.0.x:11
ckeditor5_find_replace_filter	1.0.x:9
comment_tracker	1.0.x:2
translation_form	2.1.x:6;8.x-1.x:4
book_library_api	1.0.x:2
module_locator	2.0.x:79;8.x-1.x:1
